host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Blender"", ""Clothing storage"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Wifi \u2013 12 Mbps"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",126.0,t,t,2.0,2.0,4.0,1.0,2,3.0,1.0,1125,1.6,1125.0,26,41,71,334,15.6,2,4.94,4.94,4.97,4.98,4.98,4.99,4.87,2,1.8
within an hour,100.0,1.0,t,"['email', 'phone', 'work_email']",t,t,Entire guesthouse,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Stove"", ""Resort access"", ""TV with standard cable, DVD player, Netflix"", ""First aid kit"", ""Body soap"", ""Pets allowed"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Free washer \u2013 In unit"", ""Board games"", ""Sound system"", ""Oven"", ""Iron"", ""Coffee maker: espresso machine"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Lake access"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",139.0,t,t,1.0,1.0,4.0,1.0,2,2.0,3.0,1125,3.0,1125.0,6,8,29,282,29.0,3,4.97,4.96,4.94,4.98,4.99,4.92,4.87,1,2.72
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Stove"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Children\u2019s bikes"", ""Dining table"", ""Oven"", ""Iron"", ""Children's playroom"", ""Bikes"", ""Coffee"", ""32 inch TV with Fire TV"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",175.0,t,t,1.0,1.0,6.0,2.0,3,4.0,2.0,1125,2.0,1125.0,25,32,62,152,32.0,1,4.9,4.92,4.87,4.93,4.9,4.96,4.85,1,2.07
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Ski-in/Ski-out"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Garden view"", ""Wifi"", ""Mountain view"", ""Blender"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Safe"", ""First aid kit"", ""Sonos (App necessary) Bluetooth sound system"", ""Piano"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fireplace guards"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Blue Star Commercial GAS gas stove"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Window AC unit"", ""65 inch HDTV with Apple TV, Netflix, Hulu, Amazon Prime Video"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Clothing storage: closet"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Host greets you"", ""Oven"", ""Iron"", ""Children's playroom"", ""Varies shampoo"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Paid street parking off premises"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Valley view"", ""Private patio or balcony"", ""Organic liquid pump body soap body soap"", ""Kitchen"", ""Ethernet connection""]",275.0,t,f,2.0,7.0,3.0,2.0,3,2.0,27.0,60,27.0,1125.0,30,60,90,90,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.05
within an hour,100.0,0.99,t,"['email', 'phone']",t,t,Entire guesthouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Stove"", ""First aid kit"", ""Coffee maker"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Window AC unit"", ""Self check-in"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""HDTV with Amazon Prime Video, Hulu, Netflix, Roku, DVD player"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",144.0,t,f,1.0,1.0,2.0,1.0,1,1.0,1.0,1125,1.0,1125.0,10,40,61,151,53.0,4,4.97,4.98,4.98,4.99,4.98,4.97,4.92,1,4.86
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Room in hostel,Hotel room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Paid body soap"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Stove"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Paid shampoo"", ""Paid conditioner"", ""80 inch TV with DVD player"", ""Piano"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Paid dryer \u2013 In unit"", ""Bluetooth sound system"", ""Hot water kettle"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Breakfast"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",32.0,t,f,5.0,5.0,6.0,2.5,1,2.0,1.0,1125,1.0,600.2,29,59,89,172,37.0,2,4.9,4.78,4.9,4.86,4.83,4.88,4.8,5,3.26
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Room in hostel,Hotel room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Paid body soap"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Stove"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Paid shampoo"", ""Paid conditioner"", ""80 inch TV with DVD player"", ""Piano"", ""Coffee maker"", ""Pets allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Paid dryer \u2013 In unit"", ""Bluetooth sound system"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Breakfast"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",53.0,t,f,5.0,5.0,1.0,2.5,1,1.0,1.0,365,1.0,198.7,17,41,71,151,25.0,3,4.9,4.79,4.9,4.9,4.79,4.89,4.74,5,2.21
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Radiant heating"", ""Private entrance"", ""Hangers"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Frigidaire refrigerator"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and closet"", ""Lockbox"", ""First aid kit"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",120.0,t,f,1.0,1.0,4.0,1.0,2,2.0,30.0,90,30.0,90.0,29,59,89,362,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.36
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Room in hostel,Hotel room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Paid body soap"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Stove"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Paid shampoo"", ""Paid conditioner"", ""80 inch TV with DVD player"", ""Piano"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Paid dryer \u2013 In unit"", ""Bluetooth sound system"", ""Hot water kettle"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Breakfast"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",38.0,t,t,5.0,5.0,4.0,2.5,1,4.0,1.0,1125,1.0,610.1,30,60,90,170,48.0,2,4.9,4.9,4.9,4.9,4.77,4.83,4.9,5,2.17
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Shared room in hostel,Shared room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Paid body soap"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Stove"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Paid shampoo"", ""Paid conditioner"", ""80 inch TV with DVD player"", ""Piano"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Paid dryer \u2013 In unit"", ""Bluetooth sound system"", ""Hot water kettle"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Breakfast"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",40.0,t,t,5.0,5.0,3.0,2.5,1,3.0,1.0,1125,1.0,610.1,30,60,90,170,13.0,2,4.9,4.78,4.9,4.8,4.85,4.83,4.7,5,0.94
within a few hours,100.0,0.83,t,"['email', 'phone']",t,f,Entire home,Entire home/apt,"[""Housekeeping available Wednesday - available at extra cost"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Microwave"", ""Books and reading material"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Outdoor furniture"", ""Wifi"", ""Free parking garage on premises \u2013 2 spaces"", ""Mountain view"", ""First aid kit"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Single level home"", ""Park view"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Gas stove"", ""Dining table"", ""Host greets you"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Ceiling fan"", ""Free street parking"", ""Smoke alarm"", ""Private patio or balcony"", ""Kitchen""]",225.0,t,f,3.0,4.0,4.0,2.0,3,3.0,28.0,1125,28.0,1125.0,22,52,82,262,0.0,0,4.89,5.0,4.89,4.89,5.0,5.0,4.89,2,0.31
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Baby safety gates"", ""Backyard"", ""Oven"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",249.0,t,t,1.0,2.0,4.0,1.0,2,2.0,3.0,1125,3.0,1125.0,19,41,71,154,2.0,0,4.98,5.0,4.95,5.0,4.98,5.0,4.89,1,1.15
within an hour,100.0,1.0,t,"['email', 'phone', 'work_email']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Changing table - available upon request"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Paid crib - available upon request"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Standalone high chair - available upon request"", ""Window AC unit"", ""Coffee maker: french press"", ""Stainless steel gas stove"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Heating"", ""Baking sheet"", ""Single level home"", ""Washer"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""Bikes"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",181.0,t,f,2.0,2.0,4.0,1.0,2,2.0,1.0,30,2.1,843.1,25,43,73,249,34.0,2,4.92,4.88,4.92,4.92,5.0,4.96,4.8,1,2.26
within an hour,100.0,0.99,f,"['email', 'phone']",t,t,Room in hostel,Hotel room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Paid body soap"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Stove"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Paid shampoo"", ""Paid conditioner"", ""80 inch TV with DVD player"", ""Piano"", ""Coffee maker"", ""Pets allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Paid dryer \u2013 In unit"", ""Bluetooth sound system"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Breakfast"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",75.0,t,f,5.0,5.0,2.0,2.5,1,1.0,1.0,365,1.0,198.7,19,45,72,150,17.0,2,4.9,4.77,4.9,4.87,4.87,4.93,4.9,5,1.45
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire guest suite,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Coffee maker"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Essentials"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Backyard"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo""]",132.0,t,f,1.0,1.0,2.0,1.0,1,1.0,2.0,14,2.0,1125.0,27,39,69,325,52.0,3,4.91,4.95,4.92,4.97,4.98,4.98,4.92,1,4.68
within an hour,90.0,0.99,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",135.0,t,f,22.0,38.0,2.0,1.0,0,1.0,4.0,1125,5.4,1125.0,30,60,90,360,11.0,0,4.81,4.89,4.87,4.86,4.92,4.91,4.71,3,1.32
within an hour,100.0,1.0,t,"['email', 'phone']",t,f,Entire home,Entire home/apt,"[""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Lockbox"", ""First aid kit"", ""Fire extinguisher"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Iron"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",124.0,t,f,2.0,3.0,6.0,2.5,3,2.3,30.0,1125,30.0,1125.0,29,41,65,310,0.0,0,5.0,4.86,5.0,5.0,5.0,5.0,4.86,1,0.07
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises \u2013 2 spaces"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fireplace guards"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Keypad"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Babysitter recommendations"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",145.0,t,f,16.0,19.0,6.0,1.0,3,4.0,2.0,60,2.0,1125.0,21,43,61,303,25.0,2,4.92,4.93,4.93,4.95,4.97,4.93,4.86,2,4.52
